label	text
0	After grabbing a banh mi over at Mr. Sandwich, I stopped into Diamond Bakery for a sweet fix. Not wanting anything *too* sweet, I opted for a bag of coconut macaroons. $4 was a little pricey, but it was a decent sized bag with roughly a dozen in there. Unfortunately, they were dry, dry, dry. It was almost like eating styrofoam. Other stuff at their store looked good, so I'll probably be back to try something else. But for their macaroons, they get 2 stars.
1	Love this place. We recently stopped by for breakfast and will definitely be returning. We got their poached eggs and they were delish. But everything looked good so I can't wait to try some of their other offerings. It's such a charming little place and they have a cute outdoor patio for when it gets a little warmer. Also love how friendly the staff is. We will be returning soon!
0	I was leaving REI today and decided to stop in for a taco and a burrito at Taco Nazo. I am huge fan of cheap taco shops and will try just about any. This place will be on the list of "Do not Return".   The beans in my burrito were soupy and tasted burnt, and the shredded beef in the taco tasted like beef jerky. They also charge for chips and salsa. Lame.
1	After 2 weeks of research on tires, they offered me the lowest price I could find. They were fast ( I was in and out in about 20 min) and they were courteous.
1	Had an incredible lunch here. Had the American and the Brittania Burgers.   Brittania Burger was by far the winner.  Incredible taste and combo of sweet/savory.  The Maui onion rings were on par too.  Loved the chipotle mayo and cheddar ranch.  Our server was absolutely top notch.  Though it took our food a little while to get to table, she checked in, made small talk, and helped the time pass so nicely, we barely noticed.  Highly recommend this.
1	This is a gay bar which I didn't realize for the longest time. The drinks are good and cheap and it's very pretty with the big tree, centrally located and always has a big crowd.
1	This place has very good NY style pizza I grew up just outside of New York City so I like to believe I have a decent idea of what good NY style pizza is. Not to mention the lunch specials they have are pretty decent. Nice amount of seating now that they opened it up. It's also nice to see the same waitress every time we go and we only go every few months. Very friendly and inviting.
1	My daughter's boyfriend (who is from AZ) and I visited this place on Saturday afternoon, before dinner, just to get a couple of beers and check it out.  It was awesome.  The service was quick, the waitress was friendly and very nice.  Didn't stay long, but we will definitely be going back!!! Great place!!!
0	over priced for the portion... So small. For 8.99 , the sweet n sour beef lunch special I had 7 small bite size pieces.. The flavor wasn't in the meat at all. There was only one other customer sitting at the bar. Got here around two pm on a Thursday. Quick to bring the food... But I will not be returning.
1	The food was pretty good, but come armed with lots of patience, because they are very slow to fill your order. The price was right and one full star goes to the cute friendly waiter that gave us a hug, Cheers!
1	My friend and I rented bikes from Spinners On the Green.  What a great deal and easy access to the bike path.  We were set up on Comfort bikes that were in good condition - and also offered helmets and bike locks at no additional charge.  Be sure to bring along water and sunscreen.  After your ride, you can visit Duke's for food and refreshments.
0	Such a dump, the servers are unprofessional, place is dark and dirty. The tabled have the paint scratched off, I saw several people sit down and leave. I got a drink and it was awful, got an almost $20 thing of nachos that were HUGE, but was mostly chips with some beans and hidden little chunks of chicken (dark meat) and a small scoop of guac. Don't go here, walk to Paris or another place, even McDonalds would have been better.
1	i dig this place.  i love just tearing up the pizza like they do in italy.  the pizza was great...not at all greasy.  the servers are quick with the refills too.   i went there with a friend and the atmosphere seemed kind of dead though.  it's nice and clean...but i feel like they need to liven it up a bit.
1	Quite simply Packs and Dogs is a unique experience.....Hundreds of beers, and the dogs were awesome...Had the Bloodhound, wow,...The Kielbasa Bulldog is what a Pittsburgh food in tube form should taste like! Place is clean and funky welcoming. Mark who runs the place is first class ....Catch the view of the city and walk on down to Packs & Dogs tell em' the Jersey Boys sent you, special surprise awaits...Can't wait to get visit again...
1	Very solid mexican food.  I care very much about the chips and salsa they start you out with and right from that I knew it was gonna be a good place.  Their "fancy" margaritas are very good.  I got the enchiladas which were very very good.  Staff was a little slow for my taste but I won't dock anything from my rating for that as she was kinda busy.  The place doesn't look like much from the outside but it's good!
0	I only had beers here. But I scoped out everyone's food. Lots of grilled sandwiches and burgers. I felt no need to try one.  There was a game on and the place was packed and it was hard to get noticed. There was no one outside. It was loud and the sports fans inside were already having way too good a time so we moved on next door. They had a sign outside for $3 drinks, which we had. So we spent $6 plus tip, chugged our Lite beers and ran away.
0	Awful, rude service. They told us they open at 6pm. At 6:10, the (2nd) rude bouncer said they needed a line and would open when they felt like it. We wanted to stop in on our way to a show and spend our money with them. (we have a group of 7). Too bad. Terrible service is such a turnoff. Without going into further detail, Kevin is EXTREMELY unprofessional.
0	Food is great, the tuesday promo is a deal. Forget the service tho. Came to the drive thru right before closing on a Tuesday night and it felt like I was being hurried along. I placed two seperate orders and they were all dumped in the same bag and I mean dumped. then the only excuse this drive thru boy could give me was "I didn't bag em" then promptly closed the window forgetting to give me the rest of my orders. I had to park and walk in to get them. your service sucks and I hope u guys read this!!!!
0	The employees who answer the phones as a rule say whatever is necessary to get people in the door , multiple times I've called from the parking lot with view of the front door and was told everything from no wait to not more than a couple minutes. Always a great exaggeration.
1	We met some long lost friends here last night.  Fast and efficient service.  The only issue was that music was to start at 9:00pm...we left at 10:30 and the music still had not begun.  At least we were able to chat with our friends but we were a bit disappointed as the sound check sounded great.  The fish sliders were super!  Potatoes skins needed salt.  I'd certainly go back.
1	My wife and originally visited Spamassage For You from a Amazon Local deal back in September.  We both enjoyed the  quality of the massages and friendly service of the staff and owners.  So much so that we bought a 3 massage package and then again an additional 3  massage package.  Looking forward to our next visit!
0	Meh.  I'll be short and to the point.  The service was great and the place is beautiful, but the fooood... Most of the beef (filet mignon, garlic steak, mainly) was over cooked and tough.  Only thing they didn't botch was the flank steak.  The salmon was good as well. Chicken was greasy.   Lobster bisque tasted like slurping butter. It's bad when the salad bar food is better than the meat at a steakhouse. Over priced for what you get.
0	I expected a lot from you, Bellagio. You disappointed me greatly. The only thing that redeemed you was the creme brulee.  I spent about $36 (including tips) for dinner. The steak was tough when it wasn't supposed to be. Tough steak, tough fish. Mediocre-grade sushi. Americanized rolls.  Really great waitress though!  Maybe it was that one night where you lost your touch.
1	Steve at Spotless carpet care does a fantastic job, my carpets & large sectional look as good as new and I love the smell that is in the solution, really freshens up the house! I highly recommend Spotless Carpet Care
1	We are pizza lovers and I have to say Papa Murphys is by far the best we've ever had! Our favorite are the stuffed pizzas, you won't find anything like it around!
0	Price of a Veggie Burger at Ketchup $12 Price of an Earth Burger at GR Burgr $14 Taste of Veggie Burger at Ketchup: No taste, lacked flavor despite I ordered it with mushrooms and very soggy.  Taste of Earth Burger at GR Burgr: Amazeballs! In other words, pay the extra $2 at Burgr for a burger that tastes far more better than a tasteless, soggy burger at Ketchup.
0	I love the restaurant in NYC, this one was dissapointing, not to mention we waited more than an hour to be served (sandwiches!) I then bought a T-Shirt, when I brought it home it was defective, I have tried calling the restaurant and tried to get a hold of a manager, and nothing, no one has called me back and when I try to get thru I cant!
0	Haven't event gotten my food yet the service fucking sucks I don't even know why I didn't leave and go upstairs to McDonald's they have better service than this shit hole!
0	Usually asking the server what is her favorite dish gets you a pretty good recommendation, but in this case, it was crap!  The smoked brisket had that discoloration that happens to meat when it's been sitting out for a while.  And it wasn't even tender!!  Am I asking for too much?
0	If I could give this place no stars, I would. Worst manicure I've ever had. They upcharged my 13 year old sister kid sister without first alerting one of us the change in pricing. Total rip off, rude service, not even worth going back to get my nails fixed.
0	Point form: - Ordered 6 dishes. Only received 5. Charged us for 6. - Ordered water to accompany our drinks. Never saw a drop.  - Cheap decor. Random baseball cap pinned to the wall. Seems like the roof is falling apart downstairs. - Good selection of food. And the 5/6 we did receive were good. - Had to ask for the bill 3 times. As I post this, I am still waiting for the bill... Note: maybe this is better for lunch than dinner, but in general I was not impressed.
0	Two stars, mainly for really attentive service from a friendly staff. We ordered boneless honey barbecue wings, a favorite of ours for years from other Native New Yorker locations. They were barely warm, had a really unappealing texture and the sauce was almost flavorless...definitely not what we were used to and have looked forward to over the years.
0	Went here for lunch today, not the best but not the worst. I got the turkey and havarti sandwich, wasn't very good at all. I don't know what type of lettuce they use, but it was awful. I got one of their red velvet cupcakes that several people told me are "better than sprinkles"....lies! They were ok, but no where near sprinkles status. I liked the ambiance and the outdoor seating, it's a cute little place to grab a coffee, but my husband and I won't be going out of our way to go here again.
1	Nightclub review:  Love the music, love the multiple rooms, and love the people that go there to have a good time.  Staff is friendly and helpful and there to make sure you have a good time.   The place is visual overload and Grand Central Station for over-stimulation (feel free to use that in your marketing collateral).   Nice work, Marquee, you'll have us back very soon.
1	Great food highly recommend this place to lots of friends. Everyone has enjoyed it so far. I wish they were open for lunch I would eat there more often!
1	can't wait to go back - great food and friendly service.  it is also fun to watch the planes take off, but will go back for the great food at a reasonable price.
1	Their pizza and philly cheesesteak are to DIE for. Excellent food, moderate price, and good customer service. If you're looking for a little restaurant to take the family out to lunch or dinner, this is a great place to try.
1	The joy we had bringing our daughter into this world was amplified by having Dr. Wareing see us through it. I can't recommend her enough.
1	I went to a Bob Marley laser show as a 'favor' for my husband...  the lasers were really cool.  I would not recommend them if you are prone to migraines, or have a neuro disorder, such as seizures. I think if the music was more my taste, it would have been awesome.
1	Had an amazing meal! We were seated right away, however, it was a Sunday night and it was 5:30pm. I ordered the trout, it was fantastic! My friends had the meatloaf, steak and ribs. All had great reviews. The desserts were equally as fabulous! Service was great. Only complaint, it was too dark in the restaurant. I will go back!
1	Try to catch Emily's class -you will not be disappointed. She's amazing.  Gorgeous downtown studio.  Free Garage parking. Friendly staff. Great monthly deals... Update to original post just to say that Hamid and Kate are additional instructors that I would highly recommend!  Namaste:)
1	Good Guys that did Good work, were on time, efficient, funny to the point that even though they were working hourly we were hoping they'd stick around awhile longer.
1	First Class facility and staff. It's a much better value than buying a one day pass to the United Club. The food was excellent and the atmosphere was extremely quiet. If you close your eyes, you would never know you we're in an airport. The staff is extremely attentive, I almost felt like I was visiting an all inclusive resort. :)
1	I really enjoyed my stay here. The entire property is very hip and comfy. The rooms are large with cool decor. The restaurant, Cafe ZuZu, serves great food and drinks. The pool is fabu. And the spa is a the perfect spot to be pampered (even for us guys). The location is also a plus; close to downtown and the arts district. I recommend this hotel and look forward to my next stay. *The Hotel Valley Ho is a gay-friendly TAG Approved property.
0	Not my type of show... It's a sex theme with no clear direction or storyline. Funny at times, acrobatics were not the greatest. I guess i was expecting something more over-the-top for the price we paid. You can bring in outside drinks, as long as it's not glass. This theatre is small, so go ahead and buy the cheap seats. Mystere is better than Zumanity.
1	We stayed at the Vdara last weekend for a Bachelorette Party and having the Market Cafe downstairs was so convenient, especially for breakfast! Staff was nice and courteous, selection of food was plentiful and the food was tasty. A little pricey, but worth it for fresh food fast.
1	This isn't quite Luv-It, but it will do in a pinch.  :) It kind of makes me think of what it would be like if Dairy Queen and Cold Stone had a frozen custard love child...There are plenty of mix-in choices, and the frozen custard is rich and creamy.  The drive thru is very convenient, but eating it in the car before it melts can be dangerous.  I recommend taking someone along who can feed you while you drive. :)
1	We popped in here on Sunday afternoon during the Scottsdale Culinary Festival (and after several cocktails). The atmosphere here is ultra modern, WHITE, with a very open ballroom style, and a full bar. It is a "private event space" from what I know, so I'm not sure if they will ever be open as a lounge on a regular basis. Great patio, and a great sound system too.
1	The Reserve at Arrowhead is ready to help you find your new home! We have a top notch management team that care about your home needs. Stop by and say hello, we are sure you will want to make The Reserve at Arrowhead your new home.
1	Like Home Depot this is a toy store for big boys.  While they have much the same as any other hardware store, some items are different brands. The staff was very friendly making our trip very pleasent.
0	I got the pad kee mao and my noodles were a little hard and bland. My friend got pad thai style noodles with crab on top, and his noodles were delicious. Service was friendly albeit slow considering we were the only party there...
0	Crazy show i was not sure what's to expect walking in threw the door all I seen was mascot suits and cocktail servers giving away free Jell-O shots upon entry that was nice going forward into the club was crazy there were mascots everywhere celebrity look a likes and midget Kanye west it was funny different  type of party but can only be a good time if you have a table no point in standing around there's no room for that it's a small venue and they only have two small bars. Fun industry party Wensday.
0	I stayed here to view the timeshare package. They were rude and wouldn't let me view by myself. I wanted to tour but the sales staff wouldn't allow it and threaten to charge me. The security attempted to try to take me out and Andy the sales manager stated that he would call the police. I debated their policy regarding that "couples" had to view the timeshare being that I can purchase on my own.  Never staying here again.
0	Rooms were clean and reasonably priced. Location wise a C- as it is far from the strip and all of the action especially on a long weekend when Las Vegas Blvd is a parking lot and so is Highway 15. Very loud at night - with live music from the performers below echoing throughout the building through the night. Not recommended if you want to get some sleep. Not recommended for families
0	I would love to love the Willow House.  I really want to, it's downtown and local.. I just can't.  Dirty, bad coffee, rude staff, horrible art on the walls, plus I can't go here without running into a student of mine.  It all adds up to only 2 stars.  I'm sorry Willow House, I really do want to love you, I just can't.
0	Most overpriced margaritas I have ever had. And the salsa that came with the chips that I ordered tasted like it had come out of a can. The only reason they get any stars at all is because the balloon guy was pretty funny and entertaining.
1	The chicken fried chicken is great and so is the open faced turkey sandwich. They give large portions, and the ranch at the salad bar is one of the best I've tasted... I specifically come back for the open face turkey, chicken fried chicken, and ranch at the salad bar...
0	Great place to have fun & party and get drunk... Bad place to eat!!! Food was so bland & plain.. Like some bad ass Mexican bar food!
1	Beer Bar with 99 beers on tap!  I'm so there. This hotel is really beautiful.  I was very impressed.  The architecture alone is very impressive, but the overall design of the place is like WOW and I swear, all the girl cocktail waitresses have GINORMOUS boobs. Nice. I didn't stay here, but spent quite a while gambling and hitting up that beer bar.  I can't wait to come back.  This hotel blows green valley ranch out of the water (local competition). Only downside... no club.  NO CLUB?! What The Hell?!
1	They warn their food is highly addictive and they're not joking! I usually get the Teriyaki Chicken / Spicy Chicken Plate with steamed white rice and macaroni salad. I've been eating here for the past 2 years and I've never had a single time when I was disappointed with their food.
0	well i used to enjoy the food but every time my wife and i visit this restaurant it gets worse and worse and i dont want to risk how bad the next visit will be....well the main problem i had was a mexican restaurant put canned jalapenos on the nachos and had ballpark cheese......gross
0	I love mexican food and I would want mexican food for lunch everyday if I can.   Now you can guess how excited I was when I found out that I had mexican restaurant right next where I work.   But sadly enough this Macayo's mexican kitchen was not a real mexican restaurant. They make McDonald version of Mexican food.  I can tell that they use low quality meat, chiken etc.  I am so sad that have to drive at least 5 minutes to get real mexican food.
1	Our server was Casey and all I have to say is WOW! She was so friendly an acomidating! She explained everything about the menu an recommended some great dishes! We had the wings, which were outstanding! We also had the Italian pasty! It was delicious! Thank you Casey for making this a night to remember! We will definitely be telling all our friends about this little jem!!!!!!
1	I've been bring my 3 dachshund girls here for the last few years and have always be happy with the results. Excellent service and skills along w the best prices I've seen. Great extended hours so you can drop them off on the way to work.  She even keeps their shampoo I bring for them. The pink crates are adorable and the owner knows her stuff! I whole heartedly recommend Pretty Paws.
0	Overpriced, even on things you can get the same of at walmart or food4less. They try to upsell you at the ice, people think its free when they ask if you would like ice, but its not. Ill start shopping here again when I am rich.
1	My friend referred me to this Company. I called them, set me up a schedule and got it done quick.  I called other companies but they charge more. I had a great deal here and the service was fast and clean. I strongly recommend this company to everyone who needs auto glass repair and replacement in Vegas.
1	Anyone who knows anything about shawarmas knows this is Montreal's finest. The food is great. The creation is amazing. These people were sent from god himself to give us Montrealers the best food ever. God bless them.
0	I was shocked to see the relatively decent reviews on Yelp as I had a pretty awful experience here. While I don't actually know you, I respect you as my fellow Yelper and will not bore you with the details. Nor will I discourage you from trying Grape Street for yourself. However, I will never consider coming back. 'Nough said.
0	The worst service period. Waited over an hour and still no food. Morons are running this place with a horrible wait staff. Will never go there again.
1	Great service. Fresh menu choices. I had salad with seared tuna avocado grapefruit and watermelon!!  My favorite ingredients for a summer salad!
1	Perihelion has done a lot in the way of bringing cutting edge out of town artists to Phoenix.  This really adds in such a positive way to the great art scene that Phoenix has.
1	Can you say nom nom? The mac and cheese nom nom is so good! Ordered that along with the ultimate cheese burger, bacon and egg sliders, pultine fries and fried pickles. Everything was good esp after a night of partying hard. Burgers med rare is aays the best choice. Moist, tender and flavorful.  We took advantage of the 3-6pm happy hour (half price apps, and $5 house wine which I got the white zinfindel yum). Pretty good place to just chill and relax. Our bartender/waiter at the bar, Daryll was awesome!
0	A diner should be able to consitently make your eggs the right way,  this place just cant seem to get it right,  ITS CALLED over medium people its not that hard.  I rather frequent Liberty east or the Big view
1	When it comes to getting Mexican in C-U, this is probably my top pick.  It's cheap, the food I've gotten has been decent (the entrees are probably marginally better at Dos, except for the enchiladas, which are amazing!)  However, I keep coming back because of the chips, which are, in a word, incredible. I also really enjoy being here.  Very bright atmosphere, and very attentive waitstaff.  Keep the chips coming, and this place is gold.
1	This isn't a Mediterranean place per se. I'm actually not really sure what it is. We'll call it a smorgasbord of lunch goodies. It's a cute place and I've been in for lunch a few times. It's not anything to write home about but  I enjoyed it. A reasonably priced place if you're looking for a quick bite.
0	They move you from chair to chair as you have services done.  They did not have enough staff and Lannie was working on two customers at the same time. When I went to wash my hands the sinks were dirty especially around the faucets. Not impressed.
1	There are a lot of wood fired pizza places that I have been to but this one sticks out to me. It's quick and you can customize it with anything you desire & its so delicious. The only thing is that the people working there aren't all that friendly. They always look pissed off. But the good food makes up for it I guess. If I saw a smile once in a while, it would be 5 stars easily:)
1	Another stay at the awesome Aria and I was even more impressed than the first time. Their customer service is top notch and every single one of my needs and wants were met. You can tell their staff has a lot of customer service training and they deliver to their guests. Amazing!
1	Fatburger is better than In-N-Out. There...i said it. There's a lot more variety on the menu, and I'm down for any place that lets you put fried egg AND bacon on a hamburger. Plus they have onion rings. And it's right on The Strip, so it's easy to get to when you're walking around.
1	As far as fast food is concerned...I'm a fan of Jack in the Box.  The burgers are always great.  Sure they're like 10 zillion calories...but that's the byproduct of tasting great.  I also love that you can get to tacos for a buck. You heard that right...a buck...and no they're not authentic...but they're a buck...and not bad at all. I'm not generally a fast food lover...but I have yet to have something I didn't like from Jack in the box.  Just ask my belly...or look at it.
0	Literally 3 cars in the whole facility and I waited about an hour for the car to be cleaned.  Decent car wash though. Speed it up guys.
1	The subs are always awesome here..today I got the hook and ladder light which is a good option if you want a lower calorie sub. On the other hand you can get the Italian sub which is full of salami and ham. Also they have a hot sauce bar that you can try a ton of different sauces which is kind of fun.
1	Table service on a Saturday night for my cousins bachelor party, couldn't have picked a better spot.  Great lighting, GREAT MUSIC, great service.  Bottles were outrageously expensive, but split among the rest of the group it was worth not standing in line and having a place to sit.
0	Everytime I go to this theater there are always noisey Mexicans that wont shut the fuck up, or that have kids talking through the entire movie, last time I almost got into a fight with someone sitting behind me cuz they couldn't control their kids! I'll stick to going to harkins
1	this place really rocks!...the food is delish...we dont mind the drive from the strip to come and enjoy some good food, drinks, and live musicos!!! the tacos al gobernador are yummy and the pulpitos are a must try! dont leave vegas without stopping by!
0	Don't stay here. Our shower in our room had mold all over the ceiling. They couldnt put me in a new room or even lower my bill.  Hotels in the area were all booked so I couldnt go anywhere else. Carpets were stained bad. Some lights worked in the room. The ac wall unit was falling apart. Worst hotel to stay at.
1	Just left this store got my I phone 5 fixed done in one hour. Had a coffee at Starbucks while I Waited right next door. Perfect service thanks cameron !!
0	There is nothing special about these hot dogs. And the price of $7 is a bit steep. Plus you get diahrrea after eating here.  And the place is kinda dirty. There is 3" of grease on the walls and ceiling and the tops of the garbage cans are full of old food and ketchup stains. What would it take to wipe the place down? Geese I hate eating in filthy restaurants.
0	We've been here several times and we were disappointed this week. Our heirloom tomatoes are soft and near rotten. The grouper had an ammonia taste to it. My grilled salmon was very bland. The best item was the dessert butter cake and whip cream. To summarize, disappointed and expensive.
0	Well prepared but watered down Thai food.  Potential is huge, but food has been "Americanized".  Sad, because authentic thai food is full of flavors dancing in your taste buds.
0	Rundown, cheap and it shows. They up sell harder and faster then a Vegas hooker.  Though the girl banging on the door across the hall at 5am cuz she couldn't get in and "had no pants" was pretty awesome but its Vegas that can happen anywhere.  Je ne vais pas rester ici encore!
0	Eh, not impressed at all.  Neither was my wife.  The menus is rather small (which, I guess you expect from a gastropub) and the range of food we ordered left a lot to be desired.  The Kobe burger was rather disgusting---I only ate half of it.  The service was great; the decor was wonderful; but the experience just didnt' do it for me. For that price, we should have gone to L'Atelier next door.
0	This place is overcrowded, dingy, and old. At least the "C" terminal is... it looks like it was built for a time when Las Vegas got far fewer visitors, because it looks thrown together, with about every chain restaurant they could find. Nothing looks local at all. Stay away from the Sammy Hagar Beach Bar & Grill. Food was subpar, pico de gallo looked about 2 weeks old, and the lime on my Corona was brown - it's pretty clear they let their food sit out.
