label	text
2	Demand For Oil Exceeds Forecasts Oil demand is rising faster than predicted this year as OPEC pumps more low-quality oil in a failed bid to reduce record prices, according to International Energy Agency, an adviser to 26 industrialized nations.
3	Apple Confirms More UK Retail Stores Coming; Additional Locations ... Apple Computer confirmed Thursday it plans to open two additional Apple retail stores in the United Kingdom in 2005 - one in Birmingham, northwest 
0	Powell Announces His Resignation Secretary of State Colin L. Powell announced his resignation Monday, ending four years of battles with Vice President Cheney and Defense Secretary Donald H. Rumsfeld over the course of  U.S. foreign policy.
3	Honey, did you remember to call the DVD recorder? The machine has a 400GB hard disk drive, is capable of zapping video elsewhere in a home, and is designed to let consumers program recording remotely over the Internet--including via cell phones.
2	Johnson & Johnson Facing Single-Digit Growth Credit Suisse First Boston said it was 'still cautious' regarding Johnson & Johnson (nyse: JNJ - news - people ) after the company reported quarterly results above Wall Street estimates.
1	Redskins, Steelers Underway Patrick Ramsey makes his first second start of the season as the Redskins face the AFC North-leading Steelers at a sloppy Heinz Field in Pittsburgh.
2	Gazprom Plans LNG Terminal in US Gazprom came a step closer to the liquefied natural gas market on Friday, saying Petro-Canada would help in its goal to build plants in Russia and the United States.
0	Fierce fighting in Iraq BAGHDAD, Sept 12: At least 45 people died in a wave of bombings and battles between US troops and militants on Sunday, as Iraq's US-installed prime minister said over 3,000 had perished in the 'terrorism' washing over the country.
1	Rison Free After Making Support Payment (AP) AP - Former Pro Bowl receiver Andre Rison was released from jail Monday after paying $10,000 in child support.
0	USC, Miami Top BCS Standings, Not Okla. Southern California took the top spot Monday in the season's first Bowl Championship Series standings, and surprisingly Miami is ahead of Oklahoma in a close race for the second spot.    Oklahoma is No...
1	Monkey chant fan banned from football for five years A football supporter who racially abused Dwight Yorke, the Premiership striker, was banned yesterday from every soccer stadium in England and Wales for five years.
1	Premiership: Charlton snatch win Dennis Rommedahl grabbed an injury-time winner for Charlton against a Crystal Palace side who will be very upset at a missed penalty.
2	The relief of shedding a big ball and chain: HHG sale of its ... which owns fund manager Henderson, - yesterday escaped a ball and chain that has dragged at it ever since it came to the stock market a year ago.
2	WTO Sanctions on US Exports Widens Gap in Congress Angry over unfair subsidies paid to US companies from tariffs collected on goods imported here, the WTO has widened the gap with Congress by imposing sanctions of their own.
3	Sony Taps NVIDIA for Playstation 3 Graphics Sony entertainment has chosen NVIDIA as the supplier for the powerful graphics chips required for Sonys upcoming Playstation 3 video game console.
1	Earnhardt: Take money, not points Dale Earnhardt Jr. wants NASCAR to change its punishment for swearing on television and radio broadcasts before another driver commits a similar slip of the tongue.
2	Phoney eBay bidders fined EIGHT eBay sellers were ordered to pay nearly $US90,000 ($118,000) in restitution and fines after admitting they had bid on products to inflate the prices.
1	Canada, Finland rule pools Martin Brodeur made 27 saves, and Brad Richards, Kris Draper, and Joe Sakic scored to help Canada beat Russia, 3-1, last night in Toronto, giving the Canadians a 3-0 record in round-robin play of the World Cup of Hockey.
3	Summary Box: Breast Cancer Surgery Refined (AP) AP - NEW APPROACH: A study says that removing just one to three key lymph nodes can spare women lifelong arm problems and reliably indicate whether breast cancer has spread.
2	FTSE 100 lifted by bright Dow The FTSE 100 has climbed as a surge by US shares gives a boost to European markets. Shire Pharmaceuticals SHP.L jumped after winning approval for a key drug and consumer goods giant Unilever ULVR.
3	Sun Reports Smaller Loss and Calls It a Turnaround As it struggled to increase sales and cut costs, Sun Microsystems managed to reduce its net loss in the first quarter to $174 million.
0	Eureka! Has Australia found its 'defining moment'? Friday is the 150th anniversary of Eureka Day. For some Australians, it's their Boston Tea Party.
3	Ig Nobel awards honor weird science advances If a herring asks you to pull his finger, be very afraid. Thats one of the lessons derived from this years Ig Nobel awards ceremony, an event that honors offbeat scientific achievements.
3	Firm develops all-purpose memory cards A leading Japanese electronics company is developing memory cards that can be used to make cashless payments, open locks and read identification with a simple flick.
3	Tracking Service Aims to Ease Product Returns (Ziff Davis) Ziff Davis - A Texas company tries to take a little bit of the sting out of the biggest online retail nightmare: returns.
0	Iraqi Leader Thanks U.S. in Speech to Congress Offering a simple, "Thank you America," Iraqi interim Prime Minister Ayad Allawi declared Thursday that his country is succeeding in its effort to move past the war that ousted Saddam Hussein.
1	Zambrano zeroes out Bucs Carlos Zambrano picked up his career high 15th win, combining with two pitchers on a six-hit shutout to lift the Chicago Cubs to a 1-0 victory on Wednesday night over 
2	Philippine President Says Country Faces Fiscal Crisis Philippine president Gloria Arroyo warned that her country is in the midst of a fiscal crisis. A report by economists at the University of the Philippines said the country faces economic collapse 
2	US retail sales climb 0.1 percent in November WASHINGTON : US retail sales rose 0.1 percent in November, a better than expected start to the crucial holiday shopping season, seasonally adjusted government figures showed.
2	New Siebel Chief Outlines Chapter 2 For CRM Vendor After 10 years of focusing on product development and delivery, CEO Michael Lawrie says Siebel had to recognize that technology is only one part of the CRM equation.
1	Man Utd calls for emergency Glazer meeting THE directors of Manchester United will this week demand an emergency meeting with Malcolm Glazer, head of the Florida family that is stalking the world-famous football club.
2	Intel in new chip breakthrough Intel creates a more powerful memory chip without increasing its size, confounding the firm's critics.
0	Bush cuts down the middle on broccoli question (AFP) AFP - Facing a issue that once tripped up his father, US President George W. Bush told adoring supporters that he likes broccoli. Part of it, anyway.
3	IBM open-sources speech-recognition development tools The move is designed to spur development in the speech recognition field and outflank rivals by making IBM's free technology the industry standard.
2	Hurricane Ivan May Cost as Much as Charley, Frances (Update3) Hurricane Ivan, which slammed into the US Gulf coast today, may cost insurers $4 billion to $10 billion, rivaling hurricanes Charley and Frances, Risk Management Solutions Inc.
0	British Minister Sees 'Show Camp' in Sudan (Reuters) Reuters - Two rows of well-spaced mattresses with brightly colored covers are laid out in a straw hut, and the smiling nurse in surgical gloves gives an injection to a crying baby held by his mother.
3	Companies Moving Cautiously on Microsoft's SP2 Update 'Whether companies roll out Windows XP immediately or replace their older operating systems with Windows XP when purchasing new PCs, companies now have to ensure XP SP2 compliancy by determining 
1	Brown in line after Livingston sack Preston LIVINGSTON have sacked Allan Preston as manager. The former Hearts and St Johnstone defender and his assistant, Alan Kernaghan, were dismissed after a run of seven defeats left the club 
2	Low-Cost Airline Enters Bankruptcy Blaming excess capacity, extremely high fuel prices, which and descending fares, ATA Holdings Corp., parent of discount airline carrier ATA Airlines, said it has filed for bankruptcy.
1	Bettis, Steelers post eighth straight win CINCINNATI - Jerome Bettis ran for 129 yards and the Pittsburgh Steelers' blitzing defense created havoc in the second half in a 19-14 win over the Cincinnati Bengals yesterday.
2	Analysts See Post-Stern Ripple Effect Howard Stern will leave a very different company than the Infinity Broadcasting he first joined in 1985. The Viacom-owned radio giant started out a 
2	Update 1: Negotiators Meet at WTO for Farm Talks Negotiators met Friday at the World Trade Organization for formal farm talks, capping a weeklong series of informal discussions on ways to reach a wider-ranging liberalization accord by the end of 2005.
3	Dog Extinctions Show Why Bigger Isn't Better Fossils from extinct dogs show why bigger is not better -- giant meat-eating animals died out because they relied too heavily on hunting other big animals, scientists reported on Thursday.
2	Vodafone keen on future expansion Vodafone said today it remained keen on purchases in France, eastern Europe and Asia and Africa as it detailed annual cost cuts expected to reach 2.
2	Courses to help teach you SAN FRANCISCO (CBS.MW) -- Shares of Sirius Satellite Radio declined as much as 22 percent Wednesday following two analyst downgrades.
1	Despite struggles at plate, Boone wins Gold Glove The way Bret Boone sees it, winning a Gold Glove after a tough offensive season is a validation of the award itself. 'There's a lot of debate about the Gold Glove,' the Mariners second baseman said.
2	Nikkei up by midmorning; Intel update supports techs TOKYO (CBS.MW) - Japanese stock indexes rose by midmorning Friday as Intel's higher-than-expected sales forecast listed the Japanese tech sector.
1	Phelps, fellow Olympians swimming again Michael Phelps has reached the stratosphere of sports stardom: He's on a first-name basis with fans. 'People come up to me and say, 'Are you Michael?
1	FA Plan New United-Arsenal Talks The Football Association are set to wait until after the conclusion of any disciplinary action against Arsene Wenger before trying to broker a peace summit between Arsenal and Manchester United.
3	LG Electronics Unveils World's First Terrestrial DMB-Receiving ... LG Electronics has unveiled the worlds first terrestrial digital multimedia broadcast-receiving mobile phone, and demonstrated its functions.
3	Apple Sues Over Web Leak of Advance Products (Reuters) Reuters - Apple Computer Inc.  is suing anonymous people who leaked details about new products by posting information on the Internet, court documents showed on Friday.
1	Our crowds are up, say Blues Chelsea today shrugged off concerns about their attendances this season and insisted they are delighted with the support for Jose Mourinho's side.
2	Software Service Aims to Outfox Caller ID A new computerized service enables customers to create phony outbound phone numbers in order to mask their telephone identities.
1	Els Eases Into Final Defending champion Ernie Els beat Padraig Harrington 5 and 4 yesterday to move into the final of the World Match Play Championship.
2	WordsWorth Books files Chapter 11 WordsWorth Books, a Harvard Square institution for 29 years, yesterday filed for bankruptcy protection, as its owners seek a buyer or investor to help the independent bookseller compete with giant rivals like Amazon.com.
2	Dow Jones to buy MarketWatch SAN FRANCISCO: MarketWatch Inc, which owns the CBS.MarketWatch.com website, has agreed to be acquired by Dow Jones & Co for US$520mil, ending a month-long bidding war for the online financial news and information provider.
2	IBM announces Lenovo deal IBM Corp. is selling its personal computer business to China's largest PC maker in a $1.25 billion deal that marks the end of an era for the company that made 'PC' a household word.
2	Time Warner settles AOL investigations for $510 million Time Warner will pay $210 million to defer a Justice Department investigation into accounting irregularities at its Dulles-based America Online unit.
1	Even Longer: Red Sox Win in 14 Innings Boston's David Ortiz drilled a pitch into center field, a clean single that brought home Johnny Damon with the winning run in a marathon Game 5 in the A.L.C.S.
2	Computer Associates exec pleads not guilty Sanjay Kumar, the former chief executive of Computer Associates of Islandia, NY, pleaded innocent Thursday to charges he helped inflate financial results.
1	Ronaldo a doubt for Real Madrid, Spain (Sports Network) - Star striker Ronaldo could miss Real Madrid's La Liga contest Sunday against Deportivo La Coruna due to injury.
3	Atlantis "Evidence" Found in Spain, Ireland In 360 B.C. the Greek philosopher Plato described an island he called Atlantis. Now contradicting new evidence claims the fabled city-state was based on a real place.
3	Qatar Defense Show Focuses on Videogame Technology  DOHA (Reuters) - Rick Bracewell is driving through Baghdad  when gunmen open fire. Then a nearby dead dog strapped with  explosives blows up and his vehicle goes up in flames.
3	Genesis data 'retrieved intact' Some material has been found still intact inside the crashed Genesis space capsule, say Nasa scientists.
0	Strong Earthquake Strikes Central Calif. PARKFIELD, Calif. - A strong earthquake struck Central California on Tuesday that was felt from San Francisco to the Los Angeles area...
1	Patriots' game: New England beats Jets for 21st win in a row While not pleased, the Jets were neither surprised at the outcome of their showdown against the Patriots, nor downcast about their future.
3	IT companies put to the loyalty test Cisco, IBM, Microsoft and SAP have the most loyal customers in IT, according to a report released today. The fact that they are some of the biggest, most successful IT vendors in 
2	Kraft Profit Falls on Higher Costs  CHICAGO (Reuters) - Kraft Foods Inc. KFT.N on Monday  posted a 3.8 percent drop in quarterly profit, weighed down by  higher marketing spending and increased costs for cheese,  coffee and other materials.
1	Shaq turns up heat in first outing with Miami SHAQUILLE O'Neal shot 7-for-9 and finished with 16 points in his Miami debut yesterday as the Heat took a 100-77 victory against the home side New Jersey Nets.
1	Legendary double for El Guerrouj In a historic 5,000-meter race, Hicham El Guerrouj of Morocco, who won gold at 1,500 meters last week, outkicked Kenenisa Bekele of Ethiopia in 
0	Jamaica Searches for Dozens of Fishermen After Ivan Jamaican military forces searched on Wednesday for dozens of fishermen feared missing after Hurricane Ivan's strike on the Caribbean island last weekend, officials said.
2	Motorola to Cut 1,000 Jobs  NEW YORK (Reuters) - Telecommunications equipment maker  Motorola Inc. MOT.N said on Tuesday that it would cut 1,000  jobs and take related charges of about $50 million to focus on  its wireless business.
0	Sistani Urges Supporters to Wait at Najaf Gates  BAGHDAD (Reuters) - Iraq's top Shi'ite cleric Grand  Ayatollah Ali al-Sistani urged his supporters converging on  Najaf on Thursday not to enter the battered holy city until he  arrived, a senior aide said.
2	ECB Eyed Rate Hike But Left Rates Steady The European Central Bank surprised financial markets on Thursday by revealing it had considered raising interest rates even as the euro zone economy slows, saying it is worried about inflationary risks.
2	Guidant merges with Johnson and Johnson Indianapolis, Dec. 16 - An announcement Thursday morning ends weeks of speculation and means that if Guidant shareholders sign off, Indiana will lose one of its few Fortune 500 companies.
0	La. Becomes Latest Political Battleground (AP) AP - The swamps, bayous and rice fields of Louisiana's Cajun country have emerged as the site of the nation's latest political battleground.
1	Mind more free now Calcutta: Anil Kumble began the year looking to quickly reach 435. He got there (and went one better) in Dhaka on Friday afternoon, the opening day of the second last Test of 2004.
3	Apple unveils super thin iMac in Paris (AFP) AFP - Apple Computers launched the newest version of its iMac model, which at two inches thick, is the world's thinnest desktop computer, the company said.
0	Afghan-Coalition Soldiers Kill 3, Wound 2 at Checkpoint Coalition forces in Afghanistan say that three people were killed and two others critically wounded when their pickup truck tried to run a checkpoint in the province of Ghazni.
0	U.S.: Korea Cloud Not From Nuclear Blast (AP) AP - A huge mushroom cloud that reportedly billowed up from North Korea was not caused by a nuclear explosion, South Korean and U.S. officials said Sunday, but they said the cause was a mystery.
0	Sharon Predicts 'Breakthrough' in Ties With Palestinians Prime Minister Ariel Sharon said that his government would implement his proposal to dismantle all the Israeli settlements in Gaza and four small ones in the West Bank on schedule.
1	Ralf ready for racing return in China Ralf Schumacher is adamant memories of his horror crash at Indianapolis three months ago will not hamper his comeback in this weekends Chinese Grand Prix.
1	Smoltz could return to rotation ANAHEIM, Calif. There's a chance John Smoltz could return to the Atlanta Braves' rotation if the team finds another closer.
2	NTL sells broadcast unit for 1.27bn to Macquarie NTL, the UKs largest cable company, has agreed to sell its radio and television broadcasting business for 1.27bn to a fund managed by Australias Macquarie Bank.
0	Accused deserter surrenders in Japan An accused US Army deserter has surrendered at a US military base near Tokyo to face charges filed in 1965, the Kyodo news service reported.
0	Large Explosion Heard in Central Baghdad (Reuters) Reuters - A large blast was heard in central Baghdad on Thursday, witnesses said.
2	Pfizer to settle asbestos claims NEW YORK (DowJonesAP) - Pfizer (PFE) said Friday it has agreed to pay $430 million to settle all lawsuits against it alleging injury from insulation products made by a subsidiary.
0	Aftershock hits Japan quake zone Strong aftershocks are still shaking northern Japan after the country's deadliest earthquake in nine years killed at least 24 people.
0	New Brussels blow for Turkey's EU hopes EU farm commissioner Franz Fischler on Friday became the latest Brussels critic to raise doubts over Turkey's hopes of joining the bloc, as wrangling over Ankara's EU bid heats up.
1	Pressure points ATHENS -- The booing went on for nearly 10 minutes while Paul Hamm, chalked up and ready, waited beneath the horizontal bar last night. 'Wow,' Hamm told his twin brother Morgan. 'I've never seen this before.'
1	Everton goes second with derby win Liverpool, England (Sports Network) - Everton moved up to second place in the Premiership Saturday with a 1-0 win over arch-rival Liverpool at Goodison Park.
1	Fleisher Surges Clear Bruce Fleisher carded a seven-under-par 65 to take a three-shot lead after the second round of the Greater Hickory Classic in North Carolina.
2	U.S. Treasuries Recover, JGB Rally Helps  LONDON (Reuters) - U.S. Treasury prices rose on Friday,  with a rally in Japanese government bond (JGB) prices helping  the market recover some ground from the previous day's  sell-off.
0	US not to free female scientists : With time running out to save a British hostage in Iraq, US officials said today they were not about to free female Iraqi prisoners as demanded by an al Qaida ally whose group has already beheaded two Americans.
2	OPEC Eyes Caution, Supply Weighs on Price  VIENNA (Reuters) - OPEC may resist calls to raise oil  output quotas much, if at all, when it meets this week for fear  of turning a decline from record prices into a rout.
1	Safin tallest obstacle to host's patriotic games hope AS tennis fans go, Houston's Jim 'Mattress Mack' McIngvale is very rich, extremely forthright, exceedingly patriotic and unflinchingly Republican.
3	The Sims 2; Demon Stone; The Number Devil Getting a life gets a lot more complicated in this sequel to the best-selling computer game in history.
1	Bovina ends two-year wait Seventh-seeded Russian Elena Bovina won her first title in two years by beating France's Nathalie Dechy 6-2 2-6 7-5 in the final of the Pilot Pen tournament.
1	Belarus' Nesterenko fastest in women's 100m first round Belarus' Yuliya Nesterenko became the fastest woman to qualify for the women's 100 meters second round at the Olympic Games here on Friday.
2	Salvation Army says Target policy threatens fund-raising ST. PAUL - Salvation Army officials say they're worried that they may not meet their holiday fund-raising goal because they won't have bell-ringers outside of Target stores.
3	Movie Studios to Sue Illegal Film-File Traders Movie studios and the Motion Picture Association of America said on Thursday they would sue individuals suspected of illegally distributing movies over the Internet.
3	Samsung MMCmicro Cards Samsung MMCmicro It seems that mobile phones will soon be getting yet another new memory storage format, joining a growing field of ever-smaller memory cards.
2	Cairn Energy sees profits slide British oil and gas firm Cairn Energy has seen profits drop 40, but reports strong reserves in its Indian oil fields.
3	PeopleSoft down on testimony, forecast Investors react to a disappointing earnings projection and to testimony that dampens hopes of negotiations with Oracle.
3	96 Processors Under Your Desktop Roland Piquepaille writes 'A small Santa Clara-based company, Orion Multisystems, today unveils a new concept in computing, 'cluster workstations.
1	49ers' home to be renamed Monster Park after stereo cable company Some fans think 44-year-old Candlestick Park is already a dinosaur. Now the San Francisco 49ers' home stadium has the name to match.
1	FOOTBALL: RAE KNEE SCAN HAS MCLEISH IN A SWEAT ALEX RAE was in hospital yesterday for a scan on his injured knee after playing through the pain barrier in Sunday's Old Firm clash.
2	UPDATE 3-Sonic, Asbury cut earnings estimates, stocks fall Shares of Sonic Automotive Inc. (SAH.N: Quote, Profile, Research) and Asbury Automotive Group Inc. (ABG.N: Quote, Profile, Research) fell sharply on Tuesday after both car dealership 
2	California is joining probe of insurers California's top insurance regulator said Wednesday he will file a civil suit shortly in the widening scandal over insurance industry sales practices.
1	Sharapova Withdraws From Advanta Tourney (AP) AP - Maria Sharapova withdrew from her semifinal at the Advanta Championships on Saturday with a strained right shoulder.
1	Bonds' contract reworked; will stage assault on Aaron's record as ... Now that Barry Bonds is assured of staying with the San Francisco Giants for two more seasons, he already is looking beyond. His children won't let him think about retirement just yet.
1	Olympic 2012 : Madrid unveils bid dossier Madrid, one of five cities bidding to host the 2012 Olympics and Paralympics, unveiled its dossier on Wednesday (17 November), just two days after submitting it to the International Olympic Committee (IOC).
0	Sharon cautious on reopening talks The Israeli prime minister, Ariel Sharon, yesterday said the death of his long-time rival, Yasser Arafat, could prove to be 'a historic turning point in the Middle East'.
