label	text
1	A lot of people don't think Dan Aykroyd is funny. This movie proves otherwise. Aykroyd is brilliant delivering his one-liners in this comedy. The only major problem with this is that it wastes far too much time near the end jumping back and forth from Aykroyd's character and the doctor who is pursuing him to prove he's a fraud. The doctor goes nuts like doctor Leo Marvin (Richard Dreyfuss) in "What About Bob?". The scenes where the doctor is desperately trying to get back to Los Angeles are silly, unbelievable, and unfunny. Other that this aspect the movie really is funny, especially the first half.
1	I couldn't disagree more with those who says this is a lousy movie. Me and my friend went to see it during the Stockholm film festival and this was actually one of my favorite movies during the festival. Dolls being used in horror movies aren't something new but I haven't seen that many movies were it has been as well carried out as it is in this movie. The atmosphere, the setting, the actors, the camera-work.. everything is just beautiful. And they really work well with each other. Now if you expect this film to be another Grudge or Ring then you probably won't like it. But if your out for a good, stylized scare then it's perfect. Even though it's pretty predictable and at some times laughable I still recommend this to anyone who likes horror flicks. Go see it. Now.
1	After watching the movie a few times, I found so many subtle touches and emotions within the dialogue. Jing Ke, the Assassin has become one of favorite movie characters of all time. This fine Chinese actor says more with his eyes and his economy of words and movements then any big screen American actor today. Qin, the Emperor, is brilliant as he leads the audience to believe the kindness in his heart, only to unleash the most cruel acts upon the people around him. The promises he makes with incredible passion and shattered with an evil fist. Gong Li, as in just about every movie I've ever seen her in, is simply fantastic. Her screen dominance is so graceful and emotionally charged. In case you couldn't tell, I loved this movie. 
0	Apparently, in the eyes of some - there aren't enough horror films these days involving young people being chased across a desert by a mysterious, bloodthirsty madman in a truck. I mean, all we have so far is Joy Ride, Wolf Creek, Jeepers Creepers, Monster Man - among others. REST STOP may very well be the worst out of those. It is about a girl and her boyfriend who leave their lives behind to start over together in California. Along the way, they stop at a grimy lavatory so the young lady can relieve herself, but when she returns - she finds that her boyfriend and his car are gone. From there, she learns that the culprit is a guy driving a yellow pickup who proceeds to stalk and terrorize her as she hides in the restrooms. This movie is so unoriginal that it is flat out boring. The acting is annoying, the gore is mild, and the killer, whose identity is not revealed throughout the entire movie, is anything but memorable. Terrible - terrible film...
1	Many teenage sex comedy movies come and go without much fanfare, however, every so often a movie might come along thats honest, funny, entertaining AND memorable. The Last American Virgin is a special movie that has found its place and has stood the test of time blending all four ingredients. This film follows three friends (Gary, Rick and David "The Big Apple") misadventures into the world of first-time sex and true love. Along the way they learn hard lessons and the value of true friendship. We follow hopeless romantic Gary (The main character) on his quest to win over the girl of his dreams which leads him down an uncertain road with a surprise twist at it's ending. If you haven't been lucky enough to see this movie yet, by all means take a look...sprinkled with many memorable 80s songs throughout the movie to keep things moving at an even pace. L.A.V. truly is an original film, a rarity among films of it's genre.
0	This film simply has no redeeming features. The story is incomprehensible, and the script is gross, sadistic, and stupid. The sex scenes are a joke, as is the inevitable car chase. The music is awful. The acting is limited largely to growling and smirking. A half star dud. Shame on DirecTV for putting it on pay-per-view. In a theater, people might well have thrown soda at the screen.
0	This movie was recommended to me by some academics. From their comments, I had some pretty lofty expectations. But this movie was nothing but disappointing. The aim of the director is obvious--to use an interweaving of speeches/poems as a way to argue against the Bush doctrine. But the director fails miserably at this. Also I seriously question the director's choice of main character. It's a bum who is definitely not worthy of being heard. The rise of corporation power, so what? Most importantly, this movie gets a failing score in its persuasive power; it's clearly intended for those who've already formed their opinions. It's true that the movie's aesthetics are quite pleasing. But pretty much everything else in the movie simply sucks.
1	This is an excellent B-film horror movie that borders between horror and comedy. It is about a genetically mutilated scorpion in outer space. Can it get more unreal? It is a hybrid between "Alien" and "Chain Saw Massacre." The movie was shot in Stockholm with a mixed cast of Americans and Swedes that interact beautifully. Director Martin Munthe does a great job finding the comical highlights in this script and gets a few good laughs out of the audience. The movie was shot with little or no money and it is inspiring to see what can be done with limited resources. Stinger has all qualities of a B-film horror movie. It is comical and scary at the same time and the cast and crew are dedicated to their cause. It is great to see that movies like this can still be made! I would recommend seeing it if you like this type of films.
0	So unfortunately me and my mate watched this!!! It was showing on a Sky channel over here called "Zone Horror" which basically shows crappy B-movie horror films 24/7. It was a boring Friday night, so decided to have a laugh and give this one a look. Apart from the atrocious acting, the awful plot, the dire effects, the shoddy camera work and the brain numbing ridiculousness of it all, it was OK, LOL!!! In all seriousness it was quite a laugh picking holes in it and laughing at the goofy actors. There is a bit of semi-nudity which perked the movie up a bit, unfortunately it was the "uggo" who got topless as my mate calls her :oD If you're bored one evening and this happens to be playing, take a chance, you just might like it :)
0	Just saw it....the story, the plot, the script makes absolute no sense!! Its Samvise the brave part 2(without the RING), its characters showing up out of the blue(for no reason),its Hercules hated by everyone(no one knows why), its Leelee Sobiesky showing her true talents(two of them), its crappy special effects, its a few good actors wasting their talents(did I mention Leelee's two talents??)... do I have to say more??? ITS JUST AWFUL, even for NBC-TV standards!!! Its just the lowest....what a waste! by the way: how can you people give this mini-series so many stars????? Its beyond me!.... Shame on you! Have to make 10 lines, so this is my final word: AVOID, AVOID, if u are considering buying it!
0	This movie is pathetic not because it's poorly directed, acted, sung, danced, filmed, etc ... but because it's really difficult to ruin a movie using an ABBA soundtrack - yet, unfortunately, this is the only thing the movie succeeds in doing. The musical presentations in the movie, SouthPark, was much better than in Mama Mia. The director of Mama Mia is proof that you don't need talent to be a director - all you need are ABBA songs. Just to give a sample of the awfulness: An aging Meryl Streep is shot with close-ups in the harsh sunlight singing and just ruining the song with all the distracting wrinkles on her face. Why do that to one of the most talented Actresses out there?
1	Who's the man~~~ what's that I hear? A resounding cry of Kevin? Well if you didn't shout for the 'usual suspect' I'd recommend changing your medicated prescription. Anyway this Is no first class movie, just a very well produced story, that is almost believable. Considering its about an Alien your probably wondering what the? All acting is top stuff and also the first I've seen a balanced, sarcastic Alien. Just enjoyable is all I can say and almost for the whole family (if not for the scene later in the movie). SEVEN STARS
1	If you're a fan of Turkish and Middle Eastern music, you're in great luck. This film is a documentary of current music in Istanbul, spanning the traditional to the modern. It's very good. You could not do better if you went to Istanbul yourself. We get interviews with Orhan Gencebay, concert clips of modern musical icons, a road show with a Romani (Gypsy) audience, Turkish Hip Hop (surprisingly very very good), and much much more. Some of the best female vocalists I've ever heard. A Kurdish woman singing in a hamam (steam bath) who will rip your heart out. Lots of social and political background. If this is your thing, you'll have a grand time. I could barely sit still in the theatre. CD soundtrack now available on amazon. Pricey.
1	In the early '80s, I recorded Honky Tonk Freeway from the cable. Since then I have waited, hoping it would be on DVD. Yesterday I found it. It is one of the best humorous character studies I ever saw. The Old Fashioned episode is priceless. At this time (4/28/02) only two have reviewed it. One hated it, the other loved it. If you have a DVD player, either rent it, or buy it as I did.
0	What a clunker! It MUST have been made for TV or Cable. Look: forget the screenplay - forget the bunch of forgettable actors. Excuse me? Continuity? The NSA/NIA/whatever or whoever he is (an agent) takes-off in an F16 - is shown in an F18 chucking his guts up and, later, the aircraft shown taxiing is an F4 Phantom! Oooh, wish that I could be so cavalier. Apart from the male actors(!?) The women are WASPS: blue-eyed and long-legged and, eventually, get to cry about the heroes who save them. Even when a solid weld could save most of the cosmo- astro-nauts, the blond drops the welding tool. Duh! As an SF movie one out of ten. As a movie per se: 1/2 (that's a half point). They should have ditched the space station and headed for Mars. Major raspberries.
1	I am trying to find somewhere to purchase a DVD/VHS copy of the movie "Isn't it Shocking?" I was 7 years old when I saw this movie and I lived in the town where it was filmed. A couple of items from my family were used in the movie as props and a couple of my friend's homes were used in a couple of the scenes. The filming pretty well took place in the town and surrounding community. I have only seen the film once originally and I would like to get a copy so now I can show my family the film. I have done extensive searches online with not luck and I was wondering if anyone would have any ideas on trying to get a copy of this movie?
0	The movie starts good, it has a thing going for it. About 1/3 into the movie things go downhill. Carrey starts obsessing about the number 23 because he sees it everywhere. So what? Thats no reason to go nuts and start writing stuff all over your body and on walls. The acting by whoever is playing his son is bad. From the get-go, as soon as he hears of his fathers obsession, he jumps on the bandwagon and is hysterical about it. Totally unbelievable. I hope I never see this kid in another movie again. Its a waste of time watching this movie. Grab another. Boring piece of ... well. The number is killing him? Give me a break. I won't spoil the ending for you, but let's just say it is equally disappointing. 3 / 10.
1	Certainly this film is not for everybody---but for anyone with a sense of humor and love of period film Ð buy this immediately! Where else can you get a run down of 70Õs fashion, a period vocabulary primer, karate trained hookers, crime, a rap about the TitanicÕs sinking, shoot outs, and a co-star named Queen Bee (watch for her moving crying scene early on in the wardens office!) With a filming style thatÕs a cross between a porno movie/Dawn of The Dead/ and Car Wash, you cannot go wrong. This is one to watch over and over againÉafter you put the kids to bed.
0	This is really a terrible film by any of the regular yardsticks. Plot, storyline, acting, effects, direction - I could go on. Suffice to say it's poor. However, it has a certain appeal. Many totally out of context sex scenes appear, it's fun looking for the Batman references. Umm - that's it. Poor really, don't bother.
0	The '80's were the best of times and worst of times for James Karin, he starred in one of the best cult horror-comedies with "Return of the Living Dead" and a year later he acts in this piece of.... this bad movie. A sequel to Hardbodies (but not really), has a group of fairly unlikeable characters attempting to make a movie in Greece. Through design or sheer laziness the line between the film and the 'film within a film' is not only blurred, but throughly non-existent from scene to scene (which would be confusing if I were just interested in anything happening in the movie in the first place. Unfunny would be too generous a term. Eye Candy: Nana, Fabiana Udenio, and many numerous extras get topless; Brenda Bakke shows some T&A My Grade: F DVD Extras: Just trailers for "Hardbodies", "American High School", "Strike", "Virgin Territory" (comes in a double-feature DVD with the first film, for the masochistic)
1	Holy Schnikey! This Movie rocks! The duo of Chris Farley and David Spade are great together. My Favorite parts are "Fat Guy in a little coat, Oh my gosh, Room service and more scenes that will be remembered for years to come. This movie has a huge cult following, I wonder why, which proves that even eleven years after Chris Farley's tragic death and he still is popular. He plays Tommy which will make you laugh every time you still watch it. He is a great comedian and is missed. Mr. spade reminds me of Dan Akyroid while Chris Farley reminds me of John Belushi. They done more than 2 movies together. This Movie is a must buy and should be in every Snl fan's collection.
1	There's no point in comparing this with the original series. Though different in look and content, both are true to the original idea. That is, an SF/horror anthology series. Due to indifferent scheduling in Australia, I've only managed to catch a small number of episodes spread over the first few seasons. The very first episode really did give me the creeps (nightmares at my age ...!) but a number of others did fall flat; generally when the stories moved into horror realms and away from SF. I only hope the DVDs reach us eventually.
0	Any chance to see Katharine Hepburn in something I haven't seen or from her early movie career is a treat, and on that level the film is amusing, but she's horrible miscast as a Hill Billy. Her famous New England enunciation slips through, making lines like, "I'd better rustle up some Vittles" pretty ludicrous. She's so pretty and so young  it almost overcomes this major flaw. The story is an old fashioned melodrama, and there fore, a younger generation may think this pretty corny stuff, but this was the staple of American Entertainment well into the 1940's. It has its moments, but you might need to be a die-hard movie buff to appreciate it.
1	The '70s were a great time for horror movies. The Brotherhood of Satan is yet another overlooked gem. It's full to the brim with great surreal, unsettling scenes. It's also great to see Stother Martin and L.Q. Jones (who also produced) in decent roles. Some of it is a little dated and cheesy, but The Brotherhood of Satan kicks butt over Race the Devil and many other '70s Satanism flicks.
0	How in the name of decency did this film ever get made?  One presumes the subtitles merely say 'awful' on every single frame of this truly dismal effort. Horrendous acting, woeful dialogue and the lack of talent from everyone involved in this nightmare make for an excruciating 90 minutes. Overall impression?  A bunch of excitable drama students got lucky with a lottery grant and proceeded to make one of the most painful films ever made. This makes Hammer Horror TV shows look like Oscar material. And don't for a second think this falls into the 'so bad it's good' category. It's not even that bad. But the fart lighting scene is probably worth another look.
0	This movie is so God-awful that it was literally a chore to watch. I wanted to eject it from my vcr and throw it across the room, but kept thinking (foolishly) that it would eventually get funny and then everything would be all right. "You lose, we win, yay!" This movie should be required viewing for anyone who even once entertained the thought that Jackie Mason was funny. After that, beat them ove the head with this movie until the tape cracks. And if you're even considering renting this turd (or worse yet, have!) I have one thing to ask of you: didn't you even look at the cover? I mean, with crap like this you can tell with just a glance how bad it is! "Oy vey!" This movie sucked.
1	If you like who-dun-its, you will like this film, considered the best Italian detective story (giallo), Fulci has done. It's not Mickey Spillane for sure. There are scenes designed to disturb anyone. Many would be offended by a local beauty trying to seduce a 12-year-old boy. She was joking, but she was naked nonetheless, and he would have jumped at the chance to jump her bones. She also tries to tempt the local priest. Young boys are turning up missing, and there are several interesting suspects. You have to watch carefully to discover the killer. Can you? Don't jump on the first guy, it's way too early, and he is too obvious. Anyone familiar with Fulci will be able to guess the killer, who died a violent death at the end. What crazy reasoning he had.
0	I really couldn't get into this movie. The plot is some old woman has been torturing someone so long that he is deformed. She dies and he is left in the basement to starve. Months must pass and a family moves in. The daughter is blind because of an accident caused by the father. Well anyway this guy in the basement, who for all rights should be long dead is still around. He eats a cat and now is superhuman. He now wants to eat people and have sex. And when a hooker dies father gets the blame. I always dislike movies where someone else is blamed for the killings because you always here the typical lines "I didn't do it", "I could never do such a thing", blah blah blah. And the family storyline could be a lifetime movie storyline.
0	Well, I like to watch bad horror B-Movies, cause I think it's interesting to see stupidity and unability of creators to shoot seriously good movie. (I always compare this movies to - for example - some Spielberg's works and again-and-again don't understand the huge difference in what I see.) I like Ed Wood's movies cause it's so inept it's very funny. But people!!! "The Chilling" is not funny and is not even "interesting". It's EXTREMELY BORING horror movie without ANYTHING what makes even bad movies watchable. There's no acting, no screenplay, no direction, no thrills and not even blood. It's extremely inept amateurish film. It's definitely the WORST movie I had ever seen (and I had seen a lot of "worst movies" - believe me). I warned you !!! 1/10
0	As bad as they get. This film commits the fatal error of making the viewer not care what happens to characters. The two women in this flick are so stupid that you begin to root for the bad guys so this thing would end. This film is one of the few that was so bad that I had to turn to another channel.  Put in highbrow language, this film lacks verisimilitude. People, not even people from Ohio, simply do not act like this. Well, maybe the writers do. There is not enough beer in the world to make this film bearable. F903
0	Let me first state that I REALLY REALLY wanted to like this film. For the most part the actors and actresses looked their parts, and did fairly well in their roles, but the movie lacked any real plot. It seemed so wraped up in seeming 'wacky' that no interesting story ever shone through. Also, the camera work was often sloppy, attempting snatchlike camera work and failing miserably. Most of the time, shots meant to look cool ended up being confusing. Perhaps something was lost during translation, but some of the characters were just... stupid. The crazy pretty boy who sniffs people like a dog? Uhhhhhhh. OK. Overall, a fat stinking 1/10. Not worth your time.
1	Wirey's journey through the final days of bachelorhood, liberally sprinkled with flashbacks to a sexually active and diverse childhood. It's definitely not a feel-good romance movie. It is a romance movie, but one without illusions. Everyone's an adult here, not your cup of tea if you want another Sleepless in Seattle or Notting Hill.
1	One of my absolute favorite childhood films. The Chipmunk adventure packs incredible fun geared for young and old alike. The animation is lively and colorful and the film itself boasts some of the best songs ever put in an animated feature. Who could forget the dynamic "Boys/Girls of Rock n' Roll", the exciting "Diamond Dolls", and the heartrending "My Mother"?  This should be considered a nostalgic classic animated gem from the eighties. It's too bad they don't make them like this anymore. Most animated films today resort to violence, crude humor, or sentimental mush... except of course the folks from Pixar. BOTTOM LINE: An amazing and unforgettable adventure for all ages.
0	Any one who writes that this is any good there kid may have worked on it or put money in to this god-awful college experiment. It was lousy, slow, and painful to watch. Running time of only about 84 minutes, it felt like three and half hours. The only person to blame is the director, who knows nothing on how to direct a scene, where to place the camera! 95% of this dreadful movie was shoot by long master shots. Two or three people in the frame talking or yelling forever( or what seems like forever), No close-ups!! No medium shots!!. There are two so-called fight scenes that any filmmaker with a brain would have shoot some close-ups or medium shoots for them. They looked very amateurish. The scenes with the father and son screaming at each other would have worked better if there was a cut away of just the father or just the son acting,or reacting. Tri-C must be very mortified to show this any where. I have seen a bunch of bad movies in my time some of them are fun because they so bad, this is not one of them.
0	It's hard and I didn't expect it... But it's really the worst film, me and my wife saw. Awful dialogs that extend incomprehensibly through time without any apparent reason except to fill time. The storytelling doesn't follow a comprehensive intelligibly way  everything is a mess. The action and the dialogs appear at jumps. The thing that disappointed me most was to see Dominique Pinon one of my French favorite actors involved in this  uh  I don't even know how to describe it without being polite  The rest of the actors where at the most poor. Susan Paterno made a terrible interpretation of her character, making a flat inexpressive performance. Poor special effects. I don't think that it was a complete waste of film but it's close to  If I'm to say I would advise everyone not to see this movie. I think it would be a complete waste of time. Sincerely I never though I would say something like that about a movie but  there's always a first time.
1	This was a pretty good movie that was overall done quite well. The idea about Mercy (won't spoil) was original also. I think Angelina did a good job as one of her first movies. The only things I frowned upon were some of the corny fight scenes (won't spoil either). I liked the first movie and I liked this one as well. 7/10
1	everyone is a genius in something. Albert Einstien was a genius in science, William Shakespeare was a genius in literature and the boys from the Chasers war on everything are truly comedy geniuses. Their satire TV show is a constant hit on the Australian broadcast commission ( ABC ). After a small start as a satire newspaper, the chasers popularity skyrocketed when given their own television show. Never short on controversy with the cast members will do everything some of it even being arrested for. Chris Taylor going on Sunrise, a very popular live morning television show and telling his partner to f***k off, creating a fake motorcade and driving into APEC high security area and doing a very funny satire of a Australian ad about nicotine by following smokers around yelling out "NO GARY NO NO GARY NO". While controversial the show is increably funny and worthy of running for years to come.
0	Truly awful. Obviously an attempt to cash in on the Star Wars craze, but there's no excuse for this insipid piece of garbage. The storyline gets lost before the middle, the characters are forgettable and the kid is such a non-talent that all he does is pose for the camera. An alien planet they land on is actually the Naval stockyards in Long Beach, California.  This movie actually made me physically ill watching it. Roger Corman has made some good, some bad movies in his career, but there's no excuse for this one.  0/10 - IMDb won't let you score a zero.
1	I was unsure what to expect from "driving lessons"- unsure whether Rupert Grint could carry such a role, but within the first few minutes I was completely hooked. All the way through, the music, acting and scenery were absolutely stunning. Julie Walters, as always, gave a superb performance as the eccentric old actress Evie, and Rupert Grint, equally as good,gave a fantastic performance as the romantic Ben. Right from the beginning, I was forced into involuntary cringes, bursts of laughter and swellings of joy as Ben broke free from his controlling mother and fought for his friendship with his only friend, Evie. A very controversial story, probably rather exaggerated but none the less one of the best films i have seen in a long time. Highly recommend to anyone seeking a good British film and an evening to kick-back and just enjoy yourself.
0	I had known Brad Linaweaver at Florida State U in the early 70's when he was an inspiring, inventive writer who I thought was headed for greater glory. And that is why I rented this video. Well, well, well, the time has not been kind to Mr Linaweaver. I suppose the pressures of making a living makes higher aspirations expendable. Another flower whose bloom has come and gone un-noticed in the summer breeze. Amen. There is nothing more to say. And nothing more to add. A sad epitaph to a once blossoming career as stated above. But it is the price one pays for chasing shadows without a firm foundation or goals for oneself in life. Because this movie has no goal, no purpose, and I kept telling myself, what happened to Brad's creativity, his once shining genius? Gone, gone, years of neglect has deteriorated his once shining mind.
0	Shaky hand held cameras (this piece was shot for television mind you, not film) not only keep you utterly conscious of how horrible the cinematography is in this film, but make you absolutely unable to become immersed in the story. Poor Miss Austen must be rolling in her grave. All I can say is, if you enjoyed the novel, stop there, until the BBC creates one of their smart & sensible period masterpieces (like Pride & Prejudice with Colin Firth, which, speaking for what I imagine in my opinion, Austen would have revered). The BBC would never dare overdub cheesy saxophone solos and Indigo Girl hollers over a shot of an historic castle and a loving embrace. Giles Foster seemed to be often confused that they were editing the music to The Specialist. If you want Austen as you love her, look for the BBC logo...
0	For some reason my father-in-law gave me a copy of this tape. I think because my great uncle, Buddy Baer, was the giant in this movie and my father-in-law thought I'd like to see it. I had, years before as a child, and didn't like it then, either. My son, then two, watched it and was hooked. Every waking moment in front of the TV, this horrid video played. I went to work with the inane songs stuck in my head. The two "leads" were worse than a junior high stage review. The dancers looked like rejects from an Ed Wood horror flick and Abbot and Costello phoned their parts in. Thankfully, I was able to distract my son long enough to lose this videotape. Frankly, I think it was the tape from "The Ring". To correct another reviewer, Buddy Baer is the UNCLE of Jethro (Max Baer, Jr) not his father. 0 out of 10.
0	"Death Wish 3" is the movie equivalent of a shooting gallery. All the characters (apart from Bronson's Paul Kersey, of course) exist merely to be killed, either as "provocation" (the good guys) or as "retribution" (the villains). The director simply pours on the mindless violence (people even get burned alive and blown up), turning this into an urban version of "Commando" (and Charlie, like Arnold, rarely bothers to protect himself from the enemy gunfire). Fans of this short of thing (and, apparently, there are many) will enjoy it, others....beware. (*1/2)
1	The Cure is a fantastic film about a boy with AIDS. I've cried about 4 times watching this film and it's just so sad. I can't promise everyone will cry watching this but it will make you want to. Very emotional and very sad, The Cure is a must-see movie. It shows you the meaning of friendship and love and is an extremely great movie. At first I didn't think it would be as great and wondered why my mum always cried watching it. But now I know it's a stunning film that is so original and is so close to real life situations, unlike most of the other films that doesn't make sense. Words cannot describe the greatness of The Cure, you just have to see it.
0	The core issues at play (God & Satan / Good & Evil) can be & should be tremendously compelling (as demonstrated through thousands of works of art/music/literature/film). End of Days, unfortunately, is nothing but a 2Dimensional Cartoon. Byrne's acting ability stands so obviously in sharp contrast to Arnold's corresponding lack of ability and is further underlined by a plot filled with nothing but stereotypes. The single compelling scene occurs at the very beginning with the transformation of the Gabriel Byrne character and his subsequent interaction with his wife? girlfriend? It is both erotically charged & repellent -- modernizing the vampirish themes, the seductive power of evil.
0	The lives of Megan(Jackie Kresler)and Dylan(Shane Elliott)change in the Nevada desert between Reno and Las Vegas. They stop to eat at a small greasy spoon where they reluctantly learn about the infamous Area 51 by the café proprietor(Jonathan Breck). After getting back on the road in their forty year old Lincoln, the radio gets a little crazy broadcasting Hitler's speech at the 1836 Olympics and then later a 1958 news bulletin of Elvis Presley being drafted into the military. The car slowly breaks down and the two are in for the scare of their lives as mysterious unexplainable things happen in the lonely radiation-poisoned desert; remnants of nuclear testing. Megan meets a lost little girl(Channing Nichols)and a wounded WWII soldier. The nightmarish journey doesn't end there. Kresler is impressive to a degree and writer/director James Lay makes good use of Patsy Cline tunes. All in all, moderately interesting Sci-Fi.
1	River's edge is not a PLEASANT film to watch but it is an incredible one. Having viewed it many years ago I truly think it would still have the ability to shock were it to be re released or remade or something. Perhaps no movie ever made has captured the essense of young suburban inertia like this distrubing frightening movie. Given that this is based on a true story it is even more disturbing. Very well acted and just UNPLEASANT at many times to watch but also a little known masterpiece and a truely important film. Should be a mandatory to watch shown nationwide in all highschools. Fantastic.
